,dataset,model,layers,qubits,exp,grad1,grad2
92,wdbc,PQC-4C,5,10,7,8.934951469914209e-05,0.00032652270561363386
93,wdbc,PQC-4C,5,10,7,7.123149077913639e-05,0.0006396048054717299
94,wdbc,PQC-4C,5,10,7,3.1972477095804105e-05,0.0006519664355629656
95,wdbc,PQC-4C,5,10,7,6.386768539557103e-05,0.000562539872886602
96,wdbc,PQC-4C,5,10,7,0.0003497771415020094,0.0012777784498996143
97,wdbc,PQC-4C,5,10,7,9.012081501422192e-05,0.000810024027631371
98,wdbc,PQC-4C,5,10,7,1.703019555692365e-05,0.00010697583617310324
99,wdbc,PQC-4C,5,10,7,0.0005313298682758111,0.0007194811685279283
100,wdbc,PQC-4C,6,10,7,8.091660841974511e-05,0.0002503468618943354
101,wdbc,PQC-4C,6,10,7,0.00019558716904327254,0.00027525353968887425
102,wdbc,PQC-4C,6,10,7,0.0005181480284503966,0.0007465786972970149
103,wdbc,PQC-4C,6,10,7,7.931630068936571e-05,0.00010007857366017393
104,wdbc,PQC-4C,6,10,7,0.0005243579009012424,0.000344191123834344
105,wdbc,PQC-4C,6,10,7,4.801939689112106e-05,7.924382949791191e-05
106,wdbc,PQC-4C,6,10,7,2.3734238841924998e-05,6.301841351432559e-05
107,wdbc,PQC-4C,6,10,7,9.664105069609424e-05,0.00011860446819997542
108,wdbc,PQC-4C,6,10,7,7.783923073604848e-05,9.000738564842703e-05
109,wdbc,PQC-4C,6,10,7,0.0002532503863833372,0.0007431234243021869
110,wdbc,PQC-4C,6,10,7,4.917730090617089e-05,0.00011967248710174131
111,wdbc,PQC-4C,6,10,7,3.486800260610149e-05,0.00033608543777106556
112,wdbc,PQC-4C,6,10,7,9.922050308396383e-06,0.00011458027279509546
113,wdbc,PQC-4C,6,10,7,0.00013117126072254142,0.0012200557051920543
114,wdbc,PQC-4C,6,10,7,5.498262040284778e-06,9.934491388088701e-05
115,wdbc,PQC-4C,6,10,7,4.126732680758539e-05,0.0002714449589606105
116,wdbc,PQC-4C,6,10,7,3.792308564312925e-05,0.00036905246956711656
117,wdbc,PQC-4C,6,10,7,2.129229303001748e-05,9.359814170665159e-05
118,wdbc,PQC-4C,6,10,7,1.700703181013468e-05,0.00011132515855406901
119,wdbc,PQC-4C,6,10,7,8.834859057464606e-05,0.0006786022427567314
120,wdbc,PQC-4C,7,10,7,0.00015278806700993487,0.0002772418431809469
121,wdbc,PQC-4C,7,10,7,0.0006001899280453029,0.00042614435036381017
122,wdbc,PQC-4C,7,10,7,0.00017101754424156553,0.0005646828993078015
123,wdbc,PQC-4C,7,10,7,0.00017962657346705084,0.0004927042303264694
124,wdbc,PQC-4C,7,10,7,5.230737711733773e-05,9.238554502475999e-05
125,wdbc,PQC-4C,7,10,7,2.2809772810520067e-05,0.00011243499215771582
126,wdbc,PQC-4C,7,10,7,9.917399059786385e-05,0.00030666296401660696
127,wdbc,PQC-4C,7,10,7,0.0002662123773398706,0.0004220475935878436
128,wdbc,PQC-4C,7,10,7,0.00014177136074187854,0.0005526424601816579
129,wdbc,PQC-4C,7,10,7,1.3651741024256019e-05,0.00011171293596459105
130,wdbc,PQC-4C,7,10,7,0.0001231118006289356,0.00038075331605916414
131,wdbc,PQC-4C,7,10,7,2.2080976910406213e-05,8.222564274038155e-05
132,wdbc,PQC-4C,7,10,7,7.207247686584393e-05,0.000571474912752972
133,wdbc,PQC-4C,7,10,7,2.7729002843834954e-05,0.00023809070216134986
134,wdbc,PQC-4C,7,10,7,3.1363608980679365e-05,0.00013305457405227798
135,wdbc,PQC-4C,7,10,7,1.1091087186016034e-05,8.683769178633714e-05
136,wdbc,PQC-4C,7,10,7,1.5480730763850173e-05,0.0001445739471346687
137,wdbc,PQC-4C,7,10,7,1.739705439891011e-05,8.958773261221946e-05
138,wdbc,PQC-4C,7,10,7,2.1790497254899034e-05,0.0001443678640734301
139,wdbc,PQC-4C,7,10,7,5.173877473649983e-05,0.00022163503234092784
140,wdbc,PQC-4C,8,10,7,0.00021776811201192637,0.0003413402979053151
141,wdbc,PQC-4C,8,10,7,0.00020614431746949726,0.0003992081822519854
142,wdbc,PQC-4C,8,10,7,0.0003969638336244856,0.0005527512397028923
143,wdbc,PQC-4C,8,10,7,0.00011968812569591217,0.00028331242673632225
144,wdbc,PQC-4C,8,10,7,3.3002338575984184e-05,7.865830565885073e-05
145,wdbc,PQC-4C,8,10,7,0.00010159092112633942,0.0004226786028995996
146,wdbc,PQC-4C,8,10,7,0.00022944360184867522,0.0004929685722862627
147,wdbc,PQC-4C,8,10,7,5.476623861879049e-05,0.0001355017071483237
148,wdbc,PQC-4C,8,10,7,0.00041298028659254144,0.0004101054366285683
149,wdbc,PQC-4C,8,10,7,0.0003188495390947798,0.0009862383714735166
150,wdbc,PQC-4C,8,10,7,0.0002358818204967536,0.0004908553579969318
151,wdbc,PQC-4C,8,10,7,1.906314592754646e-05,0.00013586514359962572
152,wdbc,PQC-4C,8,10,7,2.5848212617595483e-05,0.0006329784464962566
153,wdbc,PQC-4C,8,10,7,0.00015423613710620907,0.0004261392200601473
154,wdbc,PQC-4C,8,10,7,4.18633258545193e-05,0.0004154179699198189
155,wdbc,PQC-4C,8,10,7,2.4016652014714973e-05,0.00024635257966487017
156,wdbc,PQC-4C,8,10,7,2.7685415871493204e-05,8.173709578196372e-05
157,wdbc,PQC-4C,8,10,7,2.3286355694564762e-05,7.09223759508357e-05
158,wdbc,PQC-4C,8,10,7,3.080624014919669e-05,0.00011680920213242241
159,wdbc,PQC-4C,8,10,7,2.6969751505933636e-05,0.00018512771720872437
160,wdbc,PQC-4D,1,10,7,0.00046361708585014545,0.0004064097865051392
161,wdbc,PQC-4D,1,10,7,0.00033849534323997704,0.0005236910839645461
162,wdbc,PQC-4D,1,10,7,0.00014503908059852733,0.00017700274178340854
163,wdbc,PQC-4D,1,10,7,0.00040027275034570795,0.0006610635610398279
164,wdbc,PQC-4D,1,10,7,0.0007847509513273541,0.0006388615633150535
165,wdbc,PQC-4D,1,10,7,0.0005181759819945898,9.086341806106272e-05
166,wdbc,PQC-4D,1,10,7,1.5014143491126034e-05,0.0002109786861815426
167,wdbc,PQC-4D,1,10,7,0.0005725712993572162,0.0003267051923499908
168,wdbc,PQC-4D,1,10,7,3.314660744210226e-05,0.0009531832554227635
169,wdbc,PQC-4D,1,10,7,6.51497959834838e-06,0.0015358914707457047
170,wdbc,PQC-4D,1,10,7,0.0001767221482109675,0.00020233727684959354
171,wdbc,PQC-4D,1,10,7,0.0005020275823509452,0.0008976911656163745
172,wdbc,PQC-4D,1,10,7,0.0007124286068480933,0.000530106685432843
173,wdbc,PQC-4D,1,10,7,0.0005380787547214091,0.0010718425289500612
174,wdbc,PQC-4D,1,10,7,1.194610661309494e-06,0.0007989989568261872
175,wdbc,PQC-4D,1,10,7,3.352264969638189e-05,0.00039055079892967744
176,wdbc,PQC-4D,1,10,7,0.00016942812154183192,0.001204030393964019
177,wdbc,PQC-4D,1,10,7,4.8571775292458835e-06,0.0006685657761076841
178,wdbc,PQC-4D,1,10,7,7.5055916386163115e-06,0.0022139195899732447
179,wdbc,PQC-4D,1,10,7,0.00015733943944274312,0.00022476388142252893
180,wdbc,PQC-4D,2,10,7,7.161545588348337e-06,2.8756154474114954e-05
181,wdbc,PQC-4D,2,10,7,3.118210770608452e-05,0.0018831487063064025
182,wdbc,PQC-4D,2,10,7,7.81581686343555e-05,0.000234499939160848
183,wdbc,PQC-4D,2,10,7,1.8847668114363897e-05,5.569871435170214e-05
184,wdbc,PQC-4D,2,10,7,5.245877849043638e-07,0.0004376458836360134
185,wdbc,PQC-4D,2,10,7,6.106225954215531e-05,0.00020324615259262368
186,wdbc,PQC-4D,2,10,7,3.734189848989382e-05,7.76597131038276e-05
187,wdbc,PQC-4D,2,10,7,0.00024290659107388846,7.1778241266079145e-06
188,wdbc,PQC-4D,2,10,7,1.1452220282238512e-05,0.00010848105379934107
189,wdbc,PQC-4D,2,10,7,6.982106494834936e-06,3.428554795121889e-05
190,wdbc,PQC-4D,2,10,7,5.377855539457969e-05,0.0004665859090231287
191,wdbc,PQC-4D,2,10,7,0.00011245737470414869,0.00016151724422441607
192,wdbc,PQC-4D,2,10,7,0.00019520224383420189,0.000884200199271277
193,wdbc,PQC-4D,2,10,7,0.00031933040611345227,0.00015899269660363138
194,wdbc,PQC-4D,2,10,7,2.9461506353377625e-05,0.0007408080097411752
195,wdbc,PQC-4D,2,10,7,8.507247774255522e-07,0.00032554910869817005
196,wdbc,PQC-4D,2,10,7,1.6148787787481684e-05,0.01115058471137885
197,wdbc,PQC-4D,2,10,7,1.0583265042709507e-06,0.0004678496412584272
198,wdbc,PQC-4D,2,10,7,2.174734817470667e-05,1.1459058683110781e-05
199,wdbc,PQC-4D,2,10,7,3.1476399117440725e-05,7.414529512693822e-05
200,wdbc,PQC-4D,3,10,7,0.00013738201613418483,8.087327464893037e-05
201,wdbc,PQC-4D,3,10,7,5.1894052951170285e-05,0.00016837572863072164
202,wdbc,PQC-4D,3,10,7,0.00010803616425200389,0.00019389469549479133
203,wdbc,PQC-4D,3,10,7,2.0449117023439696e-05,0.0001394414277104121
204,wdbc,PQC-4D,3,10,7,3.14533625247283e-06,0.00030771758286488775
205,wdbc,PQC-4D,3,10,7,3.749319060467909e-05,7.846541620547452e-05
206,wdbc,PQC-4D,3,10,7,3.0544652974133495e-05,0.0002640941516586091
207,wdbc,PQC-4D,3,10,7,3.435916704426646e-05,4.70356678573865e-05
208,wdbc,PQC-4D,3,10,7,1.4403463156432251e-05,4.494458468140683e-05
209,wdbc,PQC-4D,3,10,7,1.5784591390521335e-05,0.0001829971255449165
210,wdbc,PQC-4D,3,10,7,5.208198836755132e-05,0.0003564247888685712
211,wdbc,PQC-4D,3,10,7,2.0923361456558023e-05,5.301900458551685e-05
212,wdbc,PQC-4D,3,10,7,3.1087483171148825e-05,0.00032087532552319654
213,wdbc,PQC-4D,3,10,7,4.237532685106067e-06,3.0357526254576464e-05
214,wdbc,PQC-4D,3,10,7,2.223063976203902e-06,1.3751248505823262e-05
215,wdbc,PQC-4D,3,10,7,8.60259075198847e-06,0.0018535613299051827
216,wdbc,PQC-4D,3,10,7,4.653580750857994e-05,0.00013178766212041063
217,wdbc,PQC-4D,3,10,7,2.702890531194681e-06,6.105695054534427e-05
218,wdbc,PQC-4D,3,10,7,1.49269081937343e-05,3.56806575271398e-05
219,wdbc,PQC-4D,3,10,7,1.342724795987668e-06,0.0006890787119878305
220,wdbc,PQC-4D,4,10,7,2.5402343370627587e-05,0.0002139170531682922
221,wdbc,PQC-4D,4,10,7,7.961696394047963e-06,2.0380407738024328e-05
222,wdbc,PQC-4D,4,10,7,0.0004912695534971042,7.491773700746716e-05
223,wdbc,PQC-4D,4,10,7,0.00017372146074706395,6.629089326144222e-05
224,wdbc,PQC-4D,4,10,7,4.701598193837722e-06,3.1945337853763026e-05
225,wdbc,PQC-4D,4,10,7,1.4194863806439153e-05,8.146280094989811e-05
226,wdbc,PQC-4D,4,10,7,2.6512788272871852e-05,9.757043559216874e-05
227,wdbc,PQC-4D,4,10,7,4.658740543884182e-05,0.0006064715235623096
228,wdbc,PQC-4D,4,10,7,0.00017829669112807292,2.75204614877289e-05
229,wdbc,PQC-4D,4,10,7,5.052261769857063e-05,9.379545460934076e-05
230,wdbc,PQC-4D,4,10,7,5.9245768319284475e-06,0.00025573825410612534
231,wdbc,PQC-4D,4,10,7,2.0708922065471107e-06,6.663517383125882e-05
232,wdbc,PQC-4D,4,10,7,3.3814358765492535e-06,0.00012118132041846513
233,wdbc,PQC-4D,4,10,7,2.1956119185813004e-05,5.1167896301382885e-05
234,wdbc,PQC-4D,4,10,7,7.867863617226786e-06,0.0012481377566464181
235,wdbc,PQC-4D,4,10,7,9.918167064707057e-06,0.00015797721939846186
236,wdbc,PQC-4D,4,10,7,1.350119975087085e-05,4.2999798606197203e-05
237,wdbc,PQC-4D,4,10,7,2.8023956949356317e-05,3.913517061163055e-05
238,wdbc,PQC-4D,4,10,7,7.233365982431206e-06,0.0002512333604242872
239,wdbc,PQC-4D,4,10,7,6.373557196547845e-06,1.2031588694095576e-05
240,wdbc,PQC-4D,5,10,7,2.1755105516192627e-05,2.7960263584068817e-05
241,wdbc,PQC-4D,5,10,7,3.810748583208944e-05,1.1215049265079468e-05
242,wdbc,PQC-4D,5,10,7,4.796343769526917e-05,2.10102934828448e-05
243,wdbc,PQC-4D,5,10,7,4.169545115576205e-05,0.0007770441018776878
244,wdbc,PQC-4D,5,10,7,1.4432960973767675e-05,5.172869560013743e-05
245,wdbc,PQC-4D,5,10,7,4.58705755451589e-05,2.1865007318529864e-05
246,wdbc,PQC-4D,5,10,7,0.00010546077099360577,3.465500873816092e-05
247,wdbc,PQC-4D,5,10,7,0.0001649143087183476,1.7435611132957315e-05
248,wdbc,PQC-4D,5,10,7,1.7517405338229847e-05,0.00039700756880547473
249,wdbc,PQC-4D,5,10,7,2.5725426230168807e-05,6.546503683515005e-05
250,wdbc,PQC-4D,5,10,7,3.928500980045927e-06,1.6824974182800567e-05
251,wdbc,PQC-4D,5,10,7,5.1654012486143e-05,2.710744626666755e-05
252,wdbc,PQC-4D,5,10,7,1.5590031497849046e-05,6.25318082164989e-05
253,wdbc,PQC-4D,5,10,7,3.589964678472527e-05,0.00010077510438436131
254,wdbc,PQC-4D,5,10,7,1.897567418993492e-05,3.511028899620095e-05
255,wdbc,PQC-4D,5,10,7,5.343700521458939e-06,0.000266882653030514
256,wdbc,PQC-4D,5,10,7,3.585503163805702e-05,3.7623391713357154e-05
257,wdbc,PQC-4D,5,10,7,1.9829943173676898e-05,4.0029635636730546e-05
258,wdbc,PQC-4D,5,10,7,6.069712076573393e-06,4.634957907092611e-05
259,wdbc,PQC-4D,5,10,7,1.2122375970060305e-05,0.00016908596887074725
260,wdbc,PQC-4D,6,10,7,3.3590905587837814e-05,0.00017272596190410214
261,wdbc,PQC-4D,6,10,7,2.5337376423816195e-05,3.766352255336185e-05
262,wdbc,PQC-4D,6,10,7,3.70864617307632e-05,3.1465638722553314e-05
263,wdbc,PQC-4D,6,10,7,6.334490282029226e-05,3.8948994439788925e-05
264,wdbc,PQC-4D,6,10,7,2.1788914853619715e-05,2.7490672453769893e-05
265,wdbc,PQC-4D,6,10,7,2.0361713855097664e-05,4.938813007192321e-05
266,wdbc,PQC-4D,6,10,7,4.720220458464567e-05,5.332635212076245e-05
267,wdbc,PQC-4D,6,10,7,1.3805808828057769e-05,3.678127525479786e-05
268,wdbc,PQC-4D,6,10,7,5.8833685916974746e-05,3.786444389875596e-05
269,wdbc,PQC-4D,6,10,7,0.00023949850953037505,6.485419534131738e-05
270,wdbc,PQC-4D,6,10,7,1.0586617403836569e-05,4.951480349779558e-05
271,wdbc,PQC-4D,6,10,7,0.00012784562192304507,0.00010839701422926452
272,wdbc,PQC-4D,6,10,7,2.751057638461551e-05,6.495801147555421e-05
273,wdbc,PQC-4D,6,10,7,2.5514764543054842e-05,6.666203059133496e-05
274,wdbc,PQC-4D,6,10,7,9.180621548025805e-05,7.530850646288342e-05
275,wdbc,PQC-4D,6,10,7,2.486272263157752e-05,3.242178934209549e-05
276,wdbc,PQC-4D,6,10,7,1.9055843886296427e-05,4.3589606014239806e-05
277,wdbc,PQC-4D,6,10,7,2.4646953843779326e-06,3.998110091341033e-05
278,wdbc,PQC-4D,6,10,7,6.5119334132666945e-06,4.469039670179694e-05
279,wdbc,PQC-4D,6,10,7,1.155444395596315e-05,9.832447841512006e-05
280,wdbc,PQC-4D,7,10,7,1.472616551061233e-05,4.060571941540196e-05
281,wdbc,PQC-4D,7,10,7,1.9398582762404613e-05,4.5114398104236326e-05
282,wdbc,PQC-4D,7,10,7,7.072119167821115e-05,5.857062508819863e-05
283,wdbc,PQC-4D,7,10,7,1.6630826358209733e-05,2.2684599322458437e-05
284,wdbc,PQC-4D,7,10,7,2.0971089703890325e-05,5.2460210930958697e-05
285,wdbc,PQC-4D,7,10,7,2.071216600149876e-05,4.9862846761485356e-05
286,wdbc,PQC-4D,7,10,7,1.518281753215982e-05,3.91149889800622e-05
287,wdbc,PQC-4D,7,10,7,1.4613868772340928e-05,4.8984547785551366e-05
288,wdbc,PQC-4D,7,10,7,1.7959315403348355e-05,3.347583095185878e-05
289,wdbc,PQC-4D,7,10,7,3.1298547655231566e-05,3.712417698319865e-05
290,wdbc,PQC-4D,7,10,7,1.2855291116385885e-05,2.4758163800958724e-05
291,wdbc,PQC-4D,7,10,7,1.637155579290249e-05,2.775272975557842e-05
292,wdbc,PQC-4D,7,10,7,7.4967228204438935e-06,2.8678599210232165e-05
293,wdbc,PQC-4D,7,10,7,2.2201351346052244e-05,4.5163350320138994e-05
294,wdbc,PQC-4D,7,10,7,1.2461890778564043e-05,3.813904846771485e-05
295,wdbc,PQC-4D,7,10,7,8.824862382455833e-06,2.9439514679471433e-05
296,wdbc,PQC-4D,7,10,7,0.00010515915632149483,4.261906266245937e-05
297,wdbc,PQC-4D,7,10,7,7.854504933201184e-06,3.3471926683928735e-05
298,wdbc,PQC-4D,7,10,7,9.10276400993135e-06,4.9282998459167985e-05
299,wdbc,PQC-4D,7,10,7,3.8472893409788375e-06,3.3674554716073677e-05
300,wdbc,PQC-4D,8,10,7,1.4620904964577885e-05,3.21450822785423e-05
301,wdbc,PQC-4D,8,10,7,1.7984178723818455e-05,3.368300000810195e-05
302,wdbc,PQC-4D,8,10,7,1.4252561186310597e-05,2.403583033080873e-05
303,wdbc,PQC-4D,8,10,7,9.027412281143502e-06,3.921938133406056e-05
304,wdbc,PQC-4D,8,10,7,1.6822738130467226e-05,2.7224969652142443e-05
305,wdbc,PQC-4D,8,10,7,1.2572423511644141e-05,3.510923712306559e-05
306,wdbc,PQC-4D,8,10,7,2.1135403662157794e-05,3.6705171500928966e-05
307,wdbc,PQC-4D,8,10,7,1.4420778142948156e-05,2.9688141119454522e-05
308,wdbc,PQC-4D,8,10,7,2.3309633829514488e-05,3.962646081909674e-05
309,wdbc,PQC-4D,8,10,7,1.245352364785915e-05,3.46447388602808e-05
310,wdbc,PQC-4D,8,10,7,4.3690145306285e-06,2.8640485697164545e-05
311,wdbc,PQC-4D,8,10,7,4.880068973606032e-06,3.614987020641758e-05
312,wdbc,PQC-4D,8,10,7,6.401492418782338e-06,2.8777996197762038e-05
313,wdbc,PQC-4D,8,10,7,1.1846811693099207e-05,3.8167867990757275e-05
314,wdbc,PQC-4D,8,10,7,1.2254472212917977e-05,3.83879744190476e-05
315,wdbc,PQC-4D,8,10,7,3.482568223492e-06,3.531070073356209e-05
316,wdbc,PQC-4D,8,10,7,1.2630203499813837e-05,3.6145560029907994e-05
317,wdbc,PQC-4D,8,10,7,1.2064638587302324e-05,4.052349074811885e-05
318,wdbc,PQC-4D,8,10,7,4.636749363705525e-06,3.817682813138423e-05
319,wdbc,PQC-4D,8,10,7,6.046113631804376e-06,2.9062264037156018e-05
320,wdbc,PQC-4E,1,10,7,0.0005238551693965234,9.25004185870709e-05
321,wdbc,PQC-4E,1,10,7,8.057629378745996e-05,0.0008686978899896691
322,wdbc,PQC-4E,1,10,7,0.0005544520117950528,0.0009571301802738585
323,wdbc,PQC-4E,1,10,7,0.0018006774495739433,0.00012829371725209268
324,wdbc,PQC-4E,1,10,7,0.0005691447135217881,0.00016815112178446758
325,wdbc,PQC-4E,1,10,7,0.0010427791637888859,0.0002496600370517054
326,wdbc,PQC-4E,1,10,7,0.0001489479663434713,0.0009590542294944011
327,wdbc,PQC-4E,1,10,7,0.00013558621010854223,0.00026148173827496827
328,wdbc,PQC-4E,1,10,7,2.6497965799006833e-05,0.000407012707454965
329,wdbc,PQC-4E,1,10,7,7.11848460306825e-05,0.00024998592720041246
330,wdbc,PQC-4E,1,10,7,0.0005275340391172674,0.0006641361687068593
331,wdbc,PQC-4E,1,10,7,0.0003482153535886355,0.00020048026864482465
332,wdbc,PQC-4E,1,10,7,0.00032605695393855025,0.00011580480470912951
333,wdbc,PQC-4E,1,10,7,0.0007793066903668337,0.00037071722332905144
334,wdbc,PQC-4E,1,10,7,4.640116534742403e-05,4.3064802301301734e-07
